Мирный обл Архангельская;Мирный;3;62.7645265;40.3360076
Новодвинск обл Архангельская;Новодвинск;3;64.4136851;40.8208143
Няндома обл Архангельская р-н Няндомский;Няндома;3;61.6654674;40.2062947
Онега обл Архангельская р-н Онежский;Онега;3;63.9162928;38.0805031
Северодвинск обл Архангельская;Северодвинск;3;64.5625385;39.8180934
Сольвычегодск обл Архангельская р-н Котласский;Сольвычегодск;3;61.3319616;46.920441
Шенкурск обл Архангельская р-н Шенкурский;Шенкурск;3;62.1057272;42.8996973
Астрахань обл Астраханская;Астрахань;4;46.3655652;48.0559236
Ахтубинск обл Астраханская р-н Ахтубинский;Ахтубинск;4;48.2752034;46.1906462
Знаменск обл Астраханская;Знаменск;4;48.5866291;45.7368019
Камызяк обл Астраханская р-н Камызякский;Камызяк;4;46.110579;48.07333
Нариманов обл Астраханская р-н Наримановский;Нариманов;4;46.6916565;47.8502476
Харабали обл Астраханская р-н Харабалинский;Харабали;4;47.408999;47.2525345
Агидель Респ Башкортостан;Агидель;5;55.8999056;53.9220144
Баймак Респ Башкортостан р-н Баймакский;Баймак;5;52.5912896;58.3110998
Белебей Респ Башкортостан р-н Белебеевский;Белебей;5;54.1034582;54.1113129
Белорецк Респ Башкортостан р-н Белорецкий;Белорецк;5;53.9676488;58.4100419
Бирск Респ Башкортостан р-н Бирский;Бирск;5;55.4155753;55.5582214
Благовещенск Респ Башкортостан р-н Благовещенский;Благовещенск;5;55.0499867;55.9553186
Давлеканово Респ Башкортостан р-н Давлекановский;Давлеканово;5;54.2226707;55.0312373
Дюртюли Респ Башкортостан р-н Дюртюлинский;Дюртюли;5;55.4848318;54.8524765
Ишимбай Респ Башкортостан р-н Ишимбайский;Ишимбай;5;53.4545764;56.0438751
Кумертау Респ Башкортостан;Кумертау;5;52.7564939;55.7970197
Межгорье Респ Башкортостан;Межгорье;5;54.2397689;57.9614547
Мелеуз Респ Башкортостан р-н Мелеузовский;Мелеуз;5;52.9589532;55.9282838
Нефтекамск Респ Башкортостан;Нефтекамск;5;56.088377;54.2483061
Октябрьский Респ Башкортостан;Октябрьский;5;54.4815311;53.4655972
Салават Респ Башкортостан;Салават;5;53.3616974;55.9245224
Сибай Респ Башкортостан;Сибай;5;52.7204651;58.6663783
Стерлитамак Респ Башкортостан;Стерлитамак;5;53.6300864;55.9317089
Туймазы Респ Башкортостан р-н Туймазинский;Туймазы;5;54.5999224;53.6950623
Уфа Респ Башкортостан;Уфа;5;54.734944;55.9578468
Учалы Респ Башкортостан р-н Учалинский;Учалы;5;54.3067375;59.4125461
Янаул Респ Башкортостан р-н Янаульский;Янаул;5;56.2650146;54.929907
Алексеевка обл Белгородская р-н Алексеевский;Алексеевка;3;50.6299647;38.6880342
Белгород обл Белгородская;Белгород;3;50.5976472;36.5856652
Бирюч обл Белгородская р-н Красногвардейский;Бирюч;3;50.6484585;38.4005083
Валуйки обл Белгородская р-н Валуйский;Валуйки;3;50.2111207;38.0998772
Грайворон обл Белгородская р-н Грайворонский;Грайворон;3;50.4862958;35.6663877
Губкин обл Белгородская;Губкин;3;51.2837123;37.5347759
Короча обл Белгородская р-н Корочанский;Короча;3;50.8129041;37.1896436
Новый Оскол обл Белгородская р-н Новооскольский;Новый Оскол;3;50.7633747;37.8775484
Старый Оскол обл Белгородская;Старый Оскол;3;51.2967101;37.8350182
Строитель обл Белгородская р-н Яковлевский;Строитель;3;50.7845099;36.4887648
Шебекино обл Белгородская;Шебекино;3;50.4004883;36.8877889
Брянск обл Брянская;Брянск;3;53.2419535;34.3652146
Дятьково обл Брянская р-н Дятьковский;Дятьково;3;53.5958178;34.3551812
Жуковка обл Брянская р-н Жуковский;Жуковка;3;53.5340397;33.7302579
Злынка обл Брянская р-н Злынковский;Злынка;3;52.4267015;31.7360399
Карачев обл Брянская р-н Карачевский;Карачев;3;53.1296524;34.9888727
Клинцы обл Брянская;Клинцы;3;52.7529119;32.233911
Мглин обл Брянская р-н Мглинский;Мглин;3;53.0599771;32.8468129
Новозыбков обл Брянская;Новозыбков;3;52.537173;31.9357991
Почеп обл Брянская р-н Почепский;Почеп;3;52.9154851;33.4744058
Севск обл Брянская р-н Севский;Севск;3;52.1483358;34.4918415
Сельцо обл Брянская;Сельцо;3;53.3739884;34.1059172
Стародуб обл Брянская;Стародуб;3;52.5852257;32.760403
Сураж обл Брянская р-н Суражский;Сураж;3;53.0170888;32.3938878
Трубчевск обл Брянская р-н Трубчевский;Трубчевск;3;52.5791734;33.7660547
Унеча обл Брянская р-н Унечский;Унеча;3;52.8461199;32.6757629
Фокино обл Брянская;Фокино;3;53.4554145;34.4159238
Бабушкин Респ Бурятия р-н Кабанский;Бабушкин;8;51.7112755;105.8673219
Гусиноозерск Респ Бурятия р-н Селенгинский;Гусиноозерск;8;51.2865048;106.5230319
Закаменск Респ Бурятия р-н Закаменский;Закаменск;8;50.372713;103.286699
Кяхта Респ Бурятия р-н Кяхтинский;Кяхта;8;50.346543;106.4533516
Северобайкальск Респ Бурятия;Северобайкальск;8;55.635614;109.3361505
Улан-Удэ Респ Бурятия;Улан-Удэ;8;51.8335853;107.5842223
Александров обл Владимирская р-н Александровский;Александров;3;56.391819;38.7111123
Владимир обл Владимирская;Владимир;3;56.1280804;40.4084376
Вязники обл Владимирская р-н Вязниковский;Вязники;3;56.29773;42.2687398
Гороховец обл Владимирская р-н Гороховецкий;Гороховец;3;56.2021036;42.6926111
Гусь-Хрустальный обл Владимирская;Гусь-Хрустальный;3;55.6198751;40.6579929
Камешково обл Владимирская р-н Камешковский;Камешково;3;56.3490152;40.9955183
Карабаново обл Владимирская р-н Александровский;Карабаново;3;56.3131822;38.7034257
Киржач обл Владимирская р-н Киржачский;Киржач;3;56.1486863;38.8635701
Ковров обл Владимирская;Ковров;3;56.3554349;41.3170576
Кольчугино обл Владимирская р-н Кольчугинский;Кольчугино;3;56.3327254;39.391336
Костерево обл Владимирская р-н Петушинский;Костерево;3;55.9337222;39.6247398
Курлово обл Владимирская р-н Гусь-Хрустальный;Курлово;3;55.452698;40.6124108
Лакинск обл Владимирская р-н Собинский;Лакинск;3;56.0180587;39.956551
Меленки обл Владимирская р-н Меленковский;Меленки;3;55.3387515;41.6340046
Муром обл Владимирская;Муром;3;55.5630311;42.0231362
Петушки обл Владимирская р-н Петушинский;Петушки;3;55.9298134;39.4508075
Покров обл Владимирская р-н Петушинский;Покров;3;55.9166398;39.1734526
Радужный обл Владимирская;Радужный;3;55.9960277;40.3321855
Собинка обл Владимирская р-н Собинский;Собинка;3;55.9939169;40.0179653
Струнино обл Владимирская р-н Александровский;Струнино;3;56.3749967;38.5839667
Судогда обл Владимирская р-н Судогодский;Судогда;3;55.9498056;40.8562939
Суздаль обл Владимирская р-н Суздальский;Суздаль;3;56.4274441;40.4525692
Юрьев-Польский обл Владимирская р-н Юрьев-Польский;Юрьев-Польский;3;56.4937757;39.6680539
Волгоград обл Волгоградская;Волгоград;3;48.7070042;44.5170339
Волжский обл Волгоградская;Волжский;3;48.7978209;44.7462538
Дубовка обл Волгоградская р-н Дубовский;Дубовка;3;49.0554742;44.8270085
Жирновск обл Волгоградская р-н Жирновский;Жирновск;3;50.9768814;44.7858202
Калач-на-Дону обл Волгоградская р-н Калачевский;Калач-на-Дону;3;48.6889024;43.5306303
Камышин обл Волгоградская;Камышин;3;50.0651529;45.3844202
Котельниково обл Волгоградская р-н Котельниковский;Котельниково;3;47.6310259;43.1330872
Котово обл Волгоградская р-н Котовский;Котово;3;50.3205766;44.8030699
Краснослободск обл Волгоградская р-н Среднеахтубинский;Краснослободск;3;48.7068721;44.5630857
Ленинск обл Волгоградская р-н Ленинский;Ленинск;3;48.6936061;45.1992692
Михайловка обл Волгоградская;Михайловка;3;50.0708719;43.2401512
Николаевск обл Волгоградская р-н Николаевский;Николаевск;3;50.0165306;45.4731658
Новоаннинский обл Волгоградская р-н Новоаннинский;Новоаннинский;3;50.5296067;42.6666439
Палласовка обл Волгоградская р-н Палласовский;Палласовка;3;50.0500944;46.8804277
Петров Вал обл Волгоградская р-н Камышинский;Петров Вал;3;50.1380557;45.20914
Серафимович обл Волгоградская р-н Серафимовичский;Серафимович;3;49.5663183;42.7360402
Суровикино обл Волгоградская р-н Суровикинский;Суровикино;3;48.618917;42.8541163
Урюпинск обл Волгоградская;Урюпинск;3;50.7903789;42.0288513
Фролово обл Волгоградская;Фролово;3;49.7649148;43.6648641
Бабаево обл Вологодская р-н Бабаевский;Бабаево;3;59.3892583;35.9377058
Белозерск обл Вологодская р-н Белозерский;Белозерск;3;60.0308381;37.7890586
Великий Устюг обл Вологодская р-н Великоустюгский;Великий Устюг;3;60.7603913;46.3054414
Вологда обл Вологодская;Вологда;3;59.2483905;39.8355662
Вытегра обл Вологодская р-н Вытегорский;Вытегра;3;61.0063465;36.4495137
Грязовец обл Вологодская р-н Грязовецкий;Грязовец;3;58.8757553;40.2485362
Кадников обл Вологодская р-н Сокольский;Кадников;3;59.5037764;40.3441148
Кириллов обл Вологодская р-н Кирилловский;Кириллов;3;59.8591523;38.3748782
Красавино обл Вологодская р-н Великоустюгский;Красавино;3;60.9612823;46.4814116
Никольск обл Вологодская р-н Никольский;Никольск;3;59.5351837;45.4576137
Сокол обл Вологодская р-н Сокольский;Сокол;3;59.4758605;40.1114187
Тотьма обл Вологодская р-н Тотемский;Тотьма;3;59.9734998;42.7589506
Устюжна обл Вологодская р-н Устюженский;Устюжна;3;58.8383117;36.4425478
Харовск обл Вологодская р-н Харовский;Харовск;3;59.9479423;40.2000298
Череповец обл Вологодская;Череповец;3;59.1269212;37.9090497
Бобров обл Воронежская р-н Бобровский;Бобров;3;51.0901649;40.0318256
Богучар обл Воронежская р-н Богучарский;Богучар;3;49.9352454;40.5590801
Борисоглебск обл Воронежская р-н Борисоглебский;Борисоглебск;3;51.3655754;42.1008334
Бутурлиновка обл Воронежская р-н Бутурлиновский;Бутурлиновка;3;50.8311818;40.5976923
Воронеж обл Воронежская;Воронеж;3;51.6593332;39.1969229
Калач обл Воронежская р-н Калачеевский;Калач;3;50.4242134;41.0162014
Лиски обл Воронежская р-н Лискинский;Лиски;3;50.9945626;39.5184909
Нововоронеж обл Воронежская;Нововоронеж;3;51.3091524;39.2162843
Новохоперск обл Воронежская р-н Новохоперский;Новохоперск;3;51.0952211;41.6173404
Острогожск обл Воронежская р-н Острогожский;Острогожск;3;50.8677905;39.0407746
Павловск обл Воронежская р-н Павловский;Павловск;3;50.453455;40.136874
Поворино обл Воронежская р-н Поворинский;Поворино;3;51.1954419;42.2472726
Россошь обл Воронежская р-н Россошанский;Россошь;3;50.1701949;39.6226965
Семилуки обл Воронежская р-н Семилукский;Семилуки;3;51.6951644;39.0190454
Эртиль обл Воронежская р-н Эртильский;Эртиль;3;51.830932;40.8074182
Буйнакск Респ Дагестан;Буйнакск;3;42.8214424;47.1165263
Дагестанские Огни Респ Дагестан;Дагестанские Огни;3;42.1152296;48.1939354
Дербент Респ Дагестан;Дербент;3;42.058966;48.2907452
Избербаш Респ Дагестан;Избербаш;3;42.5650962;47.8710051
Каспийск Респ Дагестан;Каспийск;3;42.8916007;47.6367066
Кизилюрт Респ Дагестан;Кизилюрт;3;43.203825;46.8729636
Кизляр Респ Дагестан;Кизляр;3;43.8484083;46.7233699
Махачкала Респ Дагестан;Махачкала;3;42.9849159;47.5047181
Хасавюрт Респ Дагестан;Хасавюрт;3;43.2504665;46.5851292
Южно-Сухокумск Респ Дагестан;Южно-Сухокумск;3;44.6602467;45.6499523
Биробиджан Аобл Еврейская;Биробиджан;10;48.7946446;132.9217207
Облучье Аобл Еврейская р-н Облученский;Облучье;10;49.0189345;131.0540102
Балей край Забайкальский р-н Балейский;Балей;9;51.5823759;116.6379549
Борзя край Забайкальский р-н Борзинский;Борзя;9;50.3876058;116.5234779
Краснокаменск край Забайкальский р-н Краснокаменский;Краснокаменск;9;50.0929703;118.0323936
Могоча край Забайкальский р-н Могочинский;Могоча;9;53.7361398;119.7660867
Нерчинск край Забайкальский р-н Нерчинский;Нерчинск;9;51.9594977;116.5852383
Петровск-Забайкальский край Забайкальский р-н Петровск-Забайкальский;Петровск-Забайкальский;9;51.2748592;108.846681
Сретенск край Забайкальский р-н Сретенский;Сретенск;9;52.2461454;117.7117842
Хилок край Забайкальский р-н Хилокский;Хилок;9;51.3634856;110.4590898
Чита край Забайкальский;Чита;9;52.0340142;113.4994
Шилка край Забайкальский р-н Шилкинский;Шилка;9;51.8497035;116.0334461
Вичуга обл Ивановская р-н Вичугский;Вичуга;3;57.2044698;41.9132201
Гаврилов Посад обл Ивановская р-н Гаврилово-Посадский;Гаврилов Посад;3;56.5586946;40.1228906
Заволжск обл Ивановская р-н Заволжский;Заволжск;3;57.4918141;42.1375625
Иваново обл Ивановская;Иваново;3;56.9993792;40.9728272
Кинешма обл Ивановская;Кинешма;3;57.4425463;42.168914
Комсомольск обл Ивановская р-н Комсомольский;Комсомольск;3;57.0273052;40.3776851
Кохма обл Ивановская р-н Ивановский;Кохма;3;56.9324606;41.0931657
Наволоки обл Ивановская р-н Кинешемский;Наволоки;3;57.4679066;41.9608002
Плес обл Ивановская р-н Приволжский;Плес;3;57.4606031;41.5122672
Приволжск обл Ивановская р-н Приволжский;Приволжск;3;57.3805743;41.2808565
Пучеж обл Ивановская р-н Пучежский;Пучеж;3;56.9820688;43.1683321
Родники обл Ивановская р-н Родниковский;Родники;3;57.1025975;41.7298834
Тейково обл Ивановская р-н Тейковский;Тейково;3;56.8542719;40.5353874
Фурманов обл Ивановская р-н Фурмановский;Фурманов;3;57.2539276;41.1054432
Шуя обл Ивановская р-н Шуйский;Шуя;3;56.8560234;41.3800939
Южа обл Ивановская р-н Южский;Южа;3;56.5926877;42.0458099
Юрьевец обл Ивановская р-н Юрьевецкий;Юрьевец;3;57.3177781;43.1110401
Карабулак Респ Ингушетия;Карабулак;3;43.3055248;44.9094582
Магас Респ Ингушетия;Магас;3;43.1688611;44.8131207
Малгобек Респ Ингушетия;Малгобек;3;43.5096646;44.5901963
Назрань Респ Ингушетия;Назрань;3;43.2257841;44.7645779
Сунжа Респ Ингушетия;Сунжа;3;43.3204196;45.0476331
Алзамай обл Иркутская р-н Нижнеудинский;Алзамай;8;55.5551233;98.6643699
Ангарск обл Иркутская;Ангарск;8;52.544879;103.888543
Байкальск обл Иркутская р-н Слюдянский;Байкальск;8;51.5230393;104.1487532
Бирюсинск обл Иркутская р-н Тайшетский;Бирюсинск;8;55.9609167;97.8205348
Бодайбо обл Иркутская;Бодайбо;8;57.8468636;114.1866287
Братск обл Иркутская;Братск;8;56.1513108;101.6340035
Вихоревка обл Иркутская р-н Братский;Вихоревка;8;56.1208145;101.1702926
Железногорск-Илимский обл Иркутская р-н Нижнеилимский;Железногорск-Илимский;8;56.5847888;104.114275
Зима обл Иркутская;Зима;8;53.920693;102.0491772
Иркутск обл Иркутская;Иркутск;8;52.2864036;104.2807466
Киренск обл Иркутская р-н Киренский;Киренск;8;57.7756595;108.1109412
Нижнеудинск обл Иркутская;Нижнеудинск;8;54.8968931;99.0314056
Саянск обл Иркутская;Саянск;8;54.1107238;102.18015
Свирск обл Иркутская;Свирск;8;53.0842668;103.3364093
Слюдянка обл Иркутская р-н Слюдянский;Слюдянка;8;51.6563983;103.7187545
Тайшет обл Иркутская;Тайшет;8;55.9405334;98.0030145
Тулун обл Иркутская;Тулун;8;54.557162;100.5780603
Усолье-Сибирское обл Иркутская;Усолье-Сибирское;8;52.7565808;103.6388109
Усть-Илимск обл Иркутская;Усть-Илимск;8;57.9430504;102.7415734
Усть-Кут обл Иркутская;Усть-Кут;8;56.7928178;105.7757343
Черемхово обл Иркутская;Черемхово;8;53.1369095;103.0901268
Шелехов обл Иркутская;Шелехов;8;52.2102538;104.0973294
Баксан Респ Кабардино-Балкарская;Баксан;3;43.6819137;43.5345036
Майский Респ Кабардино-Балкарская р-н Майский;Майский;3;43.6281516;44.0517314
Нальчик Респ Кабардино-Балкарская;Нальчик;3;43.4845464;43.60713
Нарткала Респ Кабардино-Балкарская р-н Урванский;Нарткала;3;43.5578075;43.8575925
Прохладный Респ Кабардино-Балкарская;Прохладный;3;43.7589602;44.0102409
Терек Респ Кабардино-Балкарская р-н Терский;Терек;3;43.4839358;44.1402161
Тырныауз Респ Кабардино-Балкарская р-н Эльбрусский;Тырныауз;3;43.3981585;42.9213582
Чегем Респ Кабардино-Балкарская р-н Чегемский;Чегем;3;43.5671525;43.5865792
Багратионовск обл Калининградская р-н Багратионовский;Багратионовск;2;54.3866518;20.6418091
Балтийск обл Калининградская р-н Балтийский;Балтийск;2;54.6513372;19.9140572
Гвардейск обл Калининградская р-н Гвардейский;Гвардейск;2;54.6588378;21.0501388
Гурьевск обл Калининградская р-н Гурьевский;Гурьевск;2;54.770638;20.6039767
Гусев обл Калининградская р-н Гусевский;Гусев;2;54.5915455;22.1942445
Зеленоградск обл Калининградская р-н Зеленоградский;Зеленоградск;2;54.9600185;20.4753652
Калининград обл Калининградская;Калининград;2;54.7074702;20.5073241
Краснознаменск обл Калининградская р-н Краснознаменский;Краснознаменск;2;54.9453423;22.4928745
Ладушкин обл Калининградская;Ладушкин;2;54.5692156;20.1690153
Мамоново обл Калининградская;Мамоново;2;54.4646036;19.9453482
Неман обл Калининградская р-н Неманский;Неман;2;55.0316524;22.0324064
Нестеров обл Калининградская р-н Нестеровский;Нестеров;2;54.6313814;22.5713736
Озерск обл Калининградская р-н Озерский;Озерск;2;54.4084705;22.0134438
Пионерский обл Калининградская;Пионерский;2;54.9516574;20.2277424
Полесск обл Калининградская р-н Полесский;Полесск;2;54.8625126;21.0998067
Правдинск обл Калининградская р-н Правдинский;Правдинск;2;54.4430986;21.0085269
Приморск обл Калининградская р-н Балтийский;Приморск;2;54.7311437;19.9981926
Светлогорск обл Калининградская р-н Светлогорский;Светлогорск;2;54.9439286;20.1514295
Светлый обл Калининградская;Светлый;2;54.6772897;20.1357595
Славск обл Калининградская р-н Славский;Славск;2;55.0449714;21.6742367
Советск обл Калининградская;Советск;2;55.0809336;21.8886106
Черняховск обл Калининградская р-н Черняховский;Черняховск;2;54.6244751;21.7969062
Городовиковск Респ Калмыкия р-н Городовиковский;Городовиковск;3;46.0875083;41.935537
Лагань Респ Калмыкия р-н Лаганский;Лагань;3;45.3930912;47.3432602
Элиста Респ Калмыкия;Элиста;3;46.3083344;44.2702088
Балабаново обл Калужская р-н Боровский;Балабаново;3;55.1773714;36.6566951
Белоусово обл Калужская р-н Жуковский;Белоусово;3;55.0956803;36.677629
Боровск обл Калужская р-н Боровский;Боровск;3;55.2130096;36.4926251
Ермолино обл Калужская р-н Боровский;Ермолино;3;55.1971758;36.5952722
Жиздра обл Калужская р-н Жиздринский;Жиздра;3;53.7521926;34.7386592
Жуков обл Калужская р-н Жуковский;Жуков;3;55.0301833;36.7394903
Калуга обл Калужская;Калуга;3;54.5059848;36.2516245
Киров обл Калужская р-н Кировский;Киров;3;54.0790111;34.3076201
Козельск обл Калужская р-н Козельский;Козельск;3;54.0347201;35.780768
Кондрово обл Калужская р-н Дзержинский;Кондрово;3;54.7959473;35.9274842
Кременки обл Калужская р-н Жуковский;Кременки;3;54.8862447;37.1168701
Людиново обл Калужская р-н Людиновский;Людиново;3;53.8700828;34.4385915
Малоярославец обл Калужская р-н Малоярославецкий;Малоярославец;3;55.0177123;36.4633603
Медынь обл Калужская р-н Медынский;Медынь;3;54.9689785;35.8872168
Мещовск обл Калужская р-н Мещовский;Мещовск;3;54.3191471;35.2816918
Мосальск обл Калужская р-н Мосальский;Мосальск;3;54.4824939;34.9872239
Обнинск обл Калужская;Обнинск;3;55.0943144;36.6121639
Сосенский обл Калужская р-н Козельский;Сосенский;3;54.0566016;35.9621646
Спас-Деменск обл Калужская р-н Спас-Деменский;Спас-Деменск;3;54.409922;34.0189631
Сухиничи обл Калужская р-н Сухиничский;Сухиничи;3;54.097296;35.3443568
Таруса обл Калужская р-н Тарусский;Таруса;3;54.7236477;37.1671
Юхнов обл Калужская р-н Юхновский;Юхнов;3;54.7446445;35.2424346
Вилючинск край Камчатский;Вилючинск;12;52.9302415;158.4057632
Елизово край Камчатский р-н Елизовский;Елизово;12;53.1830375;158.3883548
Петропавловск-Камчатский край Камчатский;Петропавловск-Камчатский;12;53.036908;158.6559254
Карачаевск Респ Карачаево-Черкесская;Карачаевск;3;43.7732525;41.9143472
Теберда Респ Карачаево-Черкесская;Теберда;3;43.4437731;41.7415142
Усть-Джегута Респ Карачаево-Черкесская р-н Усть-Джегутинский;Усть-Джегута;3;44.0838442;41.9711046
Черкесск Респ Карачаево-Черкесская;Черкесск;3;44.2269425;42.0466704
Беломорск Респ Карелия р-н Беломорский;Беломорск;3;64.5378417;34.7799462
Кемь Респ Карелия р-н Кемский;Кемь;3;64.9543539;34.5949263
Кондопога Респ Карелия р-н Кондопожский;Кондопога;3;62.2059817;34.2682122
Костомукша Респ Карелия;Костомукша;3;64.5889398;30.6016832
Лахденпохья Респ Карелия р-н Лахденпохский;Лахденпохья;3;61.518881;30.1996116
Медвежьегорск Респ Карелия р-н Медвежьегорский;Медвежьегорск;3;62.9127626;34.4568489
Олонец Респ Карелия р-н Олонецкий;Олонец;3;60.9794025;32.9725519
Петрозаводск Респ Карелия;Петрозаводск;3;61.7891264;34.3596434
Питкяранта Респ Карелия р-н Питкярантский;Питкяранта;3;61.5757191;31.4640557
Пудож Респ Карелия р-н Пудожский;Пудож;3;61.8058821;36.5329941
Сегежа Респ Карелия р-н Сегежский;Сегежа;3;63.7437572;34.3126982
Сортавала Респ Карелия;Сортавала;3;61.703367;30.6916998
Суоярви Респ Карелия р-н Суоярвский;Суоярви;3;62.0787293;32.3499386
Анжеро-Судженск обл Кемеровская область - Кузбасс;Анжеро-Судженск;7;56.0786281;86.0201278
Белово обл Кемеровская область - Кузбасс;Белово;7;54.4220968;86.3037373
Березовский обл Кемеровская область - Кузбасс;Березовский;7;55.6693513;86.2744459
Гурьевск обл Кемеровская область - Кузбасс р-н Гурьевский;Гурьевск;7;54.2859263;85.9475985
Калтан обл Кемеровская область - Кузбасс;Калтан;7;53.5210919;87.2771636
Кемерово обл Кемеровская область - Кузбасс;Кемерово;7;55.3910651;86.0467781
Киселевск обл Кемеровская область - Кузбасс;Киселевск;7;54.0059999;86.6366116
Ленинск-Кузнецкий обл Кемеровская область - Кузбасс;Ленинск-Кузнецкий;7;54.6674492;86.1797324
Мариинск обл Кемеровская область - Кузбасс р-н Мариинский;Мариинск;7;56.2127383;87.7454924
Междуреченск обл Кемеровская область - Кузбасс;Междуреченск;7;53.6865289;88.0702754
Мыски обл Кемеровская область - Кузбасс;Мыски;7;53.7125695;87.8055646
Новокузнецк обл Кемеровская область - Кузбасс;Новокузнецк;7;53.794315;87.2142745
Осинники обл Кемеровская область - Кузбасс;Осинники;7;53.5988055;87.3371272
Полысаево обл Кемеровская область - Кузбасс;Полысаево;7;54.6055;86.2809208
Прокопьевск обл Кемеровская область - Кузбасс;Прокопьевск;7;53.8604265;86.7183577
Салаир обл Кемеровская область - Кузбасс р-н Гурьевский;Салаир;7;54.2351735;85.8030733
Тайга обл Кемеровская область - Кузбасс;Тайга;7;56.0622131;85.6207182
Таштагол обл Кемеровская область - Кузбасс р-н Таштагольский;Таштагол;7;52.759313;87.8476546
Топки обл Кемеровская область - Кузбасс р-н Топкинский;Топки;7;55.2764707;85.6152619
Юрга обл Кемеровская область - Кузбасс;Юрга;7;55.7202694;84.8886399
Белая Холуница обл Кировская р-н Белохолуницкий;Белая Холуница;3;58.8415239;50.8460699
Вятские Поляны обл Кировская р-н Вятскополянский;Вятские Поляны;3;56.2284817;51.0614855
Зуевка обл Кировская р-н Зуевский;Зуевка;3;58.4032152;51.1331606
Киров обл Кировская;Киров;3;58.6035264;49.6679304
Кирово-Чепецк обл Кировская;Кирово-Чепецк;3;58.5559424;50.0316848
Кирс обл Кировская р-н Верхнекамский;Кирс;3;59.340056;52.2414437
Котельнич обл Кировская р-н Котельничский;Котельнич;3;58.3034832;48.3475597
Луза обл Кировская р-н Лузский;Луза;3;60.6290609;47.2612445
Малмыж обл Кировская р-н Малмыжский;Малмыж;3;56.5243844;50.6782739
Мураши обл Кировская р-н Мурашинский;Мураши;3;59.3955383;48.9638417
Нолинск обл Кировская р-н Нолинский;Нолинск;3;57.5597284;49.93575
Омутнинск обл Кировская р-н Омутнинский;Омутнинск;3;58.6698913;52.1894564
Орлов обл Кировская р-н Орловский;Орлов;3;58.5389776;48.8927723
Слободской обл Кировская р-н Слободской;Слободской;3;58.7311574;50.1669249
Советск обл Кировская р-н Советский;Советск;3;57.584196;48.9590272
Сосновка обл Кировская р-н Вятскополянский;Сосновка;3;56.2532741;51.2833642
Уржум обл Кировская р-н Уржумский;Уржум;3;57.1097477;50.0058097
Яранск обл Кировская р-н Яранский;Яранск;3;57.3040326;47.8478737
Воркута Респ Коми;Воркута;3;67.4974082;64.061034
Вуктыл Респ Коми;Вуктыл;3;63.8615274;57.3165402
Емва Респ Коми р-н Княжпогостский;Емва;3;62.5965137;50.8732125
Инта Респ Коми;Инта;3;66.0367316;60.1152961
Микунь Респ Коми р-н Усть-Вымский;Микунь;3;62.3579068;50.0719503
Печора Респ Коми;Печора;3;65.148584;57.2239777
Сосногорск Респ Коми;Сосногорск;3;63.5989841;53.876293
Сыктывкар Респ Коми;Сыктывкар;3;61.6686617;50.8358151
Усинск Респ Коми;Усинск;3;65.994147;57.5569423
Ухта Респ Коми;Ухта;3;63.5565514;53.7014239
Буй обл Костромская р-н Буйский;Буй;3;58.4733277;41.5306822
